V4_3,Data Marking,Lower limit,Upper limit,yyyy-yy,Time,administrative-geography,Geography,measure-of-wellbeing,MeasureOfWellbeing,wellbeing-estimate,Estimate
7.82,,7.1,8.54,2017-18,2017-18,E07000191,West Somerset,happiness,Happiness,average-mean,Average (mean)
,x,,,2018-19,2018-19,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
24.87,,21.6,28.15,2014-15,2014-15,S12000024,Perth and Kinross,anxiety,Anxiety,good,Good
30.35,,19.13,41.57,2011-12,2011-12,E07000201,Forest Heath,happiness,Happiness,good,Good
,x,,,2014-15,2014-15,E06000053,Isles of Scilly,worthwhile,Worthwhile,fair,Fair
37.81,,31.39,44.24,2011-12,2011-12,E07000052,West Dorset,worthwhile,Worthwhile,very-good,Very good
3.07,,2.24,3.9,2019-20,2019-20,E07000051,Purbeck,anxiety,Anxiety,average-mean,Average (mean)
7.85,,7.56,8.15,2014-15,2014-15,E07000052,West Dorset,happiness,Happiness,average-mean,Average (mean)
2.69,,2.49,2.88,2014-15,2014-15,E06000029,Poole,anxiety,Anxiety,average-mean,Average (mean)
2.94,,2.69,3.18,2014-15,2014-15,S12000044,North Lanarkshire,anxiety,Anxiety,average-mean,Average (mean)
7.28,,7.12,7.44,2012-13,2012-13,E06000029,Poole,happiness,Happiness,average-mean,Average (mean)
7.61,,7.44,7.79,2019-20,2019-20,S12000046,Glasgow City,worthwhile,Worthwhile,average-mean,Average (mean)
7.98,,7.63,8.33,2014-15,2014-15,E07000050,North Dorset,happiness,Happiness,average-mean,Average (mean)
8.11,,7.63,8.6,2019-20,2019-20,E07000048,Christchurch,happiness,Happiness,average-mean,Average (mean)
42.75,,39.18,46.33,2013-14,2013-14,E06000029,Poole,happiness,Happiness,good,Good
14.0,11.42,16.57,2014-15,2014-15,E06000029,Poole,happiness,Happiness,fair,Fair
,x,,,2015-16,2015-16,E07000201,Forest Heath,happiness,Happiness,fair,Fair
,x,,,2012-13,2012-13,E07000191,West Somerset,worthwhile,Worthwhile,very-good,Very good
,x,,,2014-15,2014-15,E07000050,North Dorset,worthwhile,Worthwhile,very-good,Very good
4.96,,3.08,6.84,2015-16,2015-16,S12000046,Glasgow City,worthwhile,Worthwhile,poor,Poor
7.92,,5.87,9.97,2011-12,2011-12,S12000046,Glasgow City,worthwhile,Worthwhile,poor,Poor
,x,,,2013-14,2013-14,E07000205,Suffolk Coastal,worthwhile,Worthwhile,poor,Poor
3.10,,2.68,3.53,2012-13,2012-13,E07000204,St Edmundsbury,anxiety,Anxiety,average-mean,Average (mean)
2.83,,2.6,3.05,2018-19,2018-19,E06000029,Poole,anxiety,Anxiety,average-mean,Average (mean)
7.85,,7.43,8.28,2018-19,2018-19,E07000201,Forest Heath,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2016-17,2016-17,E06000053,Isles of Scilly,anxiety,Anxiety,very-good,Very good
44.49,,40.45,48.54,2015-16,2015-16,E10000009,Dorset,anxiety,Anxiety,very-good,Very good
38.08,,33.86,42.31,2014-15,2014-15,S12000046,Glasgow City,happiness,Happiness,good,Good
,x,,,2015-16,2015-16,E07000191,West Somerset,happiness,Happiness,good,Good
7.65,,7.28,8.02,2018-19,2018-19,E07000049,East Dorset,happiness,Happiness,average-mean,Average (mean)
8.01,,7.87,8.15,2019-20,2019-20,E10000009,Dorset,worthwhile,Worthwhile,average-mean,Average (mean)
7.15,,6.74,7.56,2014-15,2014-15,E07000048,Christchurch,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.91,,7.67,8.15,2014-15,2014-15,E07000052,West Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2016-17,2016-17,E07000048,Christchurch,anxiety,Anxiety,fair,Fair
,x,,,2015-16,2015-16,E07000053,Weymouth and Portland,anxiety,Anxiety,poor,Poor
23.92,,20.81,27.02,2011-12,2011-12,S12000046,Glasgow City,anxiety,Anxiety,poor,Poor
7.86,,7.5,8.22,2018-19,2018-19,E07000191,West Somerset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
42.30,,33.03,51.56,2013-14,2013-14,E07000050,North Dorset,anxiety,Anxiety,very-good,Very good
19.97,,13.7,26.23,2011-12,2011-12,E07000204,St Edmundsbury,anxiety,Anxiety,fair,Fair
19.50,,11.97,27.03,2017-18,2017-18,E07000190,Taunton Deane,anxiety,Anxiety,poor,Poor
18.66,,15.95,21.37,2011-12,2011-12,E06000029,Poole,anxiety,Anxiety,fair,Fair
30.10,,26.57,33.63,2011-12,2011-12,S12000015,Fife,happiness,Happiness,very-good,Very good
7.55,,7.35,7.75,2019-20,2019-20,S12000024,Perth and Kinross,happiness,Happiness,average-mean,Average (mean)
7.78,,7.34,8.21,2014-15,2014-15,E07000051,Purbeck,happiness,Happiness,average-mean,Average (mean)
7.47,,7.31,7.64,2018-19,2018-19,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.90,,7.6,8.2,2014-15,2014-15,E07000049,East Dorset,worthwhile,Worthwhile,average-mean,Average (mean)
7.97,,7.63,8.32,2016-17,2016-17,E07000048,Christchurch,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
45.43,,36.66,54.2,2013-14,2013-14,E07000050,North Dorset,happiness,Happiness,good,Good
14.14,,10.32,17.96,2017-18,2017-18,S12000015,Fife,anxiety,Anxiety,fair,Fair
36.14,,27.17,45.1,2019-20,2019-20,E07000052,West Dorset,anxiety,Anxiety,very-good,Very good
8.05,,7.82,8.29,2015-16,2015-16,E07000052,West Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2012-13,2012-13,E07000190,Taunton Deane,anxiety,Anxiety,fair,Fair
25.20,,20.72,29.69,2019-20,2019-20,S12000015,Fife,anxiety,Anxiety,poor,Poor
19.63,,16.6,22.66,2012-13,2012-13,S12000015,Fife,anxiety,Anxiety,poor,Poor
31.94,,21.03,42.84,2016-17,2016-17,E07000053,Weymouth and Portland,anxiety,Anxiety,very-good,Very good
,x,,,2016-17,2016-17,E07000048,Christchurch,anxiety,Anxiety,poor,Poor
29.61,,25.44,33.79,2017-18,2017-18,S12000046,Glasgow City,happiness,Happiness,very-good,Very good
27.37,,23.3,31.45,2016-17,2016-17,S12000046,Glasgow City,happiness,Happiness,very-good,Very good
,x,,,2016-17,2016-17,E07000048,Christchurch,happiness,Happiness,poor,Poor
25.30,,21.16,29.44,2019-20,2019-20,S12000046,Glasgow City,happiness,Happiness,very-good,Very good
7.70,,7.35,8.04,2018-19,2018-19,E07000050,North Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.76,,7.47,8.06,2012-13,2012-13,E07000205,Suffolk Coastal,worthwhile,Worthwhile,average-mean,Average (mean)
,x,,,2019-20,2019-20,E07000191,West Somerset,anxiety,Anxiety,poor,Poor
,x,,,2019-20,2019-20,E06000053,Isles of Scilly,anxiety,Anxiety,poor,Poor
,x,,,2019-20,2019-20,E07000052,West Dorset,happiness,Happiness,poor,Poor
,x,,,2017-18,2017-18,E07000191,West Somerset,happiness,Happiness,poor,Poor
,x,,,2018-19,2018-19,E07000051,Purbeck,happiness,Happiness,fair,Fair
,x,,,2012-13,2012-13,E07000191,West Somerset,happiness,Happiness,fair,Fair
8.06,,7.88,8.24,2019-20,2019-20,S12000044,North Lanarkshire,worthwhile,Worthwhile,average-mean,Average (mean)
,x,,,2018-19,2018-19,E07000201,Forest Heath,anxiety,Anxiety,poor,Poor
7.60,,7.42,7.79,2015-16,2015-16,S12000024,Perth and Kinross,happiness,Happiness,average-mean,Average (mean)
3.04,,2.81,3.27,2013-14,2013-14,S12000044,North Lanarkshire,anxiety,Anxiety,average-mean,Average (mean)
,x,,,2013-14,2013-14,E06000053,Isles of Scilly,happiness,Happiness,average-mean,Average (mean)
33.90,,25.59,42.21,2011-12,2011-12,E07000204,St Edmundsbury,anxiety,Anxiety,very-good,Very good
13.50,,8.5,18.5,2017-18,2017-18,E07000052,West Dorset,happiness,Happiness,fair,Fair
8.59,,6.64,10.55,2012-13,2012-13,S12000024,Perth and Kinross,happiness,Happiness,poor,Poor
28.23,,19.83,36.66,2013-14,2013-14,E07000048,Christchurch,happiness,Happiness,very-good,Very good
,x,,,2015-16,2015-16,E07000191,West Somerset,happiness,Happiness,fair,Fair
,x,,,2019-20,2019-20,E07000053,Weymouth and Portland,happiness,Happiness,good,Good
13.73,,11.13,16.33,2011-12,2011-12,S12000044,North Lanarkshire,happiness,Happiness,poor,Poor
15.11,,12.01,18.22,2015-16,2015-16,S12000024,Perth and Kinross,happiness,Happiness,fair,Fair
11.44,,6.94,15.94,2017-18,2017-18,E07000205,Suffolk Coastal,happiness,Happiness,fair,Fair
7.14,,6.97,7.31,2013-14,2013-14,E06000028,Bournemouth,happiness,Happiness,average-mean,Average (mean)
29.28,,25.95,32.61,2013-14,2013-14,E06000029,Poole,anxiety,Anxiety,good,Good
,x,,,2016-17,2016-17,E06000053,Isles of Scilly,anxiety,Anxiety,good,Good
41.95,,37.97,45.92,2016-17,2016-17,E10000009,Dorset,anxiety,Anxiety,very-good,Very good
18.29,,15.6,20.98,2011-12,2011-12,E06000028,Bournemouth,anxiety,Anxiety,fair,Fair
2.95,,2.7,3.2,2018-19,2018-19,E06000028,Bournemouth,anxiety,Anxiety,average-mean,Average (mean)
21.26,,15.11,27.41,2011-12,2011-12,E07000204,St Edmundsbury,anxiety,Anxiety,poor,Poor
49.22,,37.09,61.35,2016-17,2016-17,E07000204,St Edmundsbury,anxiety,Anxiety,very-good,Very good
,x,,,2016-17,2016-17,E07000206,Waveney,anxiety,Anxiety,fair,Fair
,x,,,2019-20,2019-20,E07000053,Weymouth and Portland,happiness,Happiness,fair,Fair
,x,,,2018-19,2018-19,E07000051,Purbeck,happiness,Happiness,good,Good
,x,,,2017-18,2017-18,E06000053,Isles of Scilly,happiness,Happiness,poor,Poor
19.78,,12.58,26.98,2013-14,2013-14,E07000048,Christchurch,happiness,Happiness,fair,Fair
,x,,,2012-13,2012-13,E07000191,West Somerset,happiness,Happiness,very-good,Very good
,x,,,2016-17,2016-17,E07000051,Purbeck,anxiety,Anxiety,good,Good
15.05,,9.68,20.43,2018-19,2018-19,E07000052,West Dorset,anxiety,Anxiety,poor,Poor
21.61,,17.81,25.41,2016-17,2016-17,S12000024,Perth and Kinross,anxiety,Anxiety,good,Good
18.17,,15.16,21.18,2016-17,2016-17,E06000029,Poole,anxiety,Anxiety,poor,Poor
,x,,,2011-12,2011-12,E06000053,Isles of Scilly,anxiety,Anxiety,average-mean,Average (mean)
2.66,,2.26,3.08,2016-17,2016-17,E07000205,Suffolk Coastal,anxiety,Anxiety,average-mean,Average (mean)
11.51,,9.14,13.88,2011-12,2011-12,S12000015,Fife,happiness,Happiness,poor,Poor
31.71,,28.22,35.21,2013-14,2013-14,S12000015,Fife,happiness,Happiness,very-good,Very good
18.27,,11.33,25.21,2019-20,2019-20,E07000052,West Dorset,happiness,Happiness,fair,Fair
32.14,,25.09,39.18,2017-18,2017-18,E07000052,West Dorset,happiness,Happiness,very-good,Very good
41.68,,37.88,45.48,2013-14,2013-14,E06000028,Bournemouth,happiness,Happiness,good,Good
37.62,,33.35,41.89,2017-18,2017-18,S12000024,Perth and Kinross,happiness,Happiness,very-good,Very good
,x,,,2012-13,2012-13,E07000049,East Dorset,happiness,Happiness,poor,Poor
,x,,,2019-20,2019-20,E07000206,Waveney,happiness,Happiness,poor,Poor
,x,,,2015-16,2015-16,E07000206,Waveney,happiness,Happiness,poor,Poor
7.32,,6.87,7.76,2012-13,2012-13,E07000205,Suffolk Coastal,happiness,Happiness,average-mean,Average (mean)
27.13,,20.39,33.87,2016-17,2016-17,E07000052,West Dorset,anxiety,Anxiety,good,Good
,x,,,2012-13,2012-13,E07000053,Weymouth and Portland,anxiety,Anxiety,poor,Poor
7.78,,7.62,7.95,2016-17,2016-17,S12000024,Perth and Kinross,happiness,Happiness,average-mean,Average (mean)
43.91,,39.58,48.24,2019-20,2019-20,S12000015,Fife,happiness,Happiness,good,Good
9.46,,7.33,11.58,2014-15,2014-15,E06000028,Bournemouth,happiness,Happiness,poor,Poor
16.73,,13.63,19.83,2017-18,2017-18,S12000046,Glasgow City,happiness,Happiness,fair,Fair
,x,,,2014-15,2014-15,E07000049,East Dorset,happiness,Happiness,poor,Poor
,x,,,2016-17,2016-17,E07000051,Purbeck,happiness,Happiness,poor,Poor
,x,,,2015-16,2015-16,E07000205,Suffolk Coastal,happiness,Happiness,poor,Poor
2.53,,2.07,3.0,2011-12,2011-12,E07000050,North Dorset,anxiety,Anxiety,average-mean,Average (mean)
40.35,,35.82,44.91,2016-17,2016-17,S12000015,Fife,happiness,Happiness,good,Good
7.97,,7.74,8.2,2017-18,2017-18,E07000049,East Dorset,worthwhile,Worthwhile,average-mean,Average (mean)
7.39,,6.97,7.81,2012-13,2012-13,E07000053,Weymouth and Portland,happiness,Happiness,average-mean,Average (mean)
7.77,,7.61,7.93,2015-16,2015-16,S12000015,Fife,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.95,,7.83,8.08,2014-15,2014-15,E10000009,Dorset,worthwhile,Worthwhile,average-mean,Average (mean)
,x,,,2018-19,2018-19,E07000051,Purbeck,anxiety,Anxiety,poor,Poor
,x,,,2013-14,2013-14,E06000053,Isles of Scilly,anxiety,Anxiety,fair,Fair
43.03,,33.01,53.05,2013-14,2013-14,E07000051,Purbeck,anxiety,Anxiety,very-good,Very good
45.64,,29.06,62.23,2013-14,2013-14,E07000191,West Somerset,anxiety,Anxiety,very-good,Very good
17.94,,15.08,20.81,2011-12,2011-12,S12000046,Glasgow City,anxiety,Anxiety,fair,Fair
7.88,,7.54,8.22,2016-17,2016-17,E07000206,Waveney,happiness,Happiness,average-mean,Average (mean)
2.77,,2.56,2.99,2013-14,2013-14,E10000009,Dorset,anxiety,Anxiety,average-mean,Average (mean)
15.03,,11.14,18.92,2019-20,2019-20,E06000028,Bournemouth,happiness,Happiness,fair,Fair
31.27,,27.12,35.42,2017-18,2017-18,S12000044,North Lanarkshire,happiness,Happiness,very-good,Very good
7.95,,7.79,8.11,2018-19,2018-19,S12000024,Perth and Kinross,worthwhile,Worthwhile,average-mean,Average (mean)
7.68,,7.53,7.83,2014-15,2014-15,S12000024,Perth and Kinross,happiness,Happiness,average-mean,Average (mean)
7.57,,7.41,7.74,2013-14,2013-14,E10000009,Dorset,happiness,Happiness,average-mean,Average (mean)
7.95,,7.83,8.08,2016-17,2016-17,E10000009,Dorset,worthwhile,Worthwhile,average-mean,Average (mean)
,x,,,2015-16,2015-16,E07000053,Weymouth and Portland,anxiety,Anxiety,fair,Fair
15.62,,13.05,18.2,2013-14,2013-14,E06000028,Bournemouth,anxiety,Anxiety,fair,Fair
15.85,,13.03,18.68,2018-19,2018-19,E10000009,Dorset,anxiety,Anxiety,fair,Fair
7.51,,7.15,7.87,2014-15,2014-15,E07000049,East Dorset,happiness,Happiness,average-mean,Average (mean)
15.97,,13.13,18.82,2015-16,2015-16,E10000009,Dorset,happiness,Happiness,fair,Fair
38.10,,27.27,48.94,2017-18,2017-18,E07000051,Purbeck,happiness,Happiness,very-good,Very good
38.84,,33.58,44.09,2019-20,2019-20,E06000028,Bournemouth,happiness,Happiness,very-good,Very good
,x,,,2011-12,2011-12,E06000053,Isles of Scilly,happiness,Happiness,poor,Poor
7.70,,7.32,8.08,2015-16,2015-16,E07000206,Waveney,happiness,Happiness,average-mean,Average (mean)
3.14,,2.11,4.17,2013-14,2013-14,E07000201,Forest Heath,anxiety,Anxiety,average-mean,Average (mean)
7.48,,7.35,7.61,2015-16,2015-16,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2011-12,2011-12,E07000191,West Somerset,anxiety,Anxiety,poor,Poor
7.82,,7.67,7.96,2017-18,2017-18,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
19.75,,16.21,23.29,2017-18,2017-18,S12000015,Fife,anxiety,Anxiety,poor,Poor
35.71,,31.84,39.61,2016-17,2016-17,E10000009,Dorset,happiness,Happiness,very-good,Very good
22.52,,18.25,26.79,2014-15,2014-15,S12000046,Glasgow City,happiness,Happiness,fair,Fair
38.76,,29.17,48.34,2011-12,2011-12,E07000048,Christchurch,happiness,Happiness,good,Good
7.74,,7.55,7.93,2018-19,2018-19,S12000015,Fife,worthwhile,Worthwhile,average-mean,Average (mean)
7.71,,7.35,8.07,2015-16,2015-16,E07000206,Waveney,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.74,,7.41,8.07,2018-19,2018-19,E07000048,Christchurch,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
16.03,,13.29,18.77,2014-15,2014-15,S12000044,North Lanarkshire,anxiety,Anxiety,fair,Fair
,x,,,2017-18,2017-18,E06000053,Isles of Scilly,worthwhile,Worthwhile,average-mean,Average (mean)
2.93,,2.69,3.17,2017-18,2017-18,S12000044,North Lanarkshire,anxiety,Anxiety,average-mean,Average (mean)
2.46,,2.1,2.82,2017-18,2017-18,E07000052,West Dorset,anxiety,Anxiety,average-mean,Average (mean)
7.84,,7.43,8.24,2018-19,2018-19,E07000050,North Dorset,happiness,Happiness,average-mean,Average (mean)
7.76,,7.49,8.03,2016-17,2016-17,E07000049,East Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.43,,7.29,7.57,2013-14,2013-14,E06000028,Bournemouth,worthwhile,Worthwhile,average-mean,Average (mean)
16.49,,13.88,19.11,2011-12,2011-12,S12000044,North Lanarkshire,anxiety,Anxiety,fair,Fair
47.36,,38.37,56.35,2013-14,2013-14,E07000204,St Edmundsbury,anxiety,Anxiety,very-good,Very good
,x,,,2019-20,2019-20,E07000201,Forest Heath,anxiety,Anxiety,good,Good
16.26,,10.51,22.01,2011-12,2011-12,E07000050,North Dorset,anxiety,Anxiety,poor,Poor
19.68,,13.06,26.29,2014-15,2014-15,E07000205,Suffolk Coastal,anxiety,Anxiety,fair,Fair
2.84,,2.36,3.32,2012-13,2012-13,E07000052,West Dorset,anxiety,Anxiety,average-mean,Average (mean)
7.81,,7.52,8.11,2018-19,2018-19,E07000052,West Dorset,happiness,Happiness,average-mean,Average (mean)
7.94,,6.96,8.93,2017-18,2017-18,E07000191,West Somerset,worthwhile,Worthwhile,average-mean,Average (mean)
,x,,,2016-17,2016-17,E06000053,Isles of Scilly,happiness,Happiness,average-mean,Average (mean)
2.29,,1.72,2.87,2016-17,2016-17,E07000204,St Edmundsbury,anxiety,Anxiety,average-mean,Average (mean)
7.65,,7.5,7.81,2017-18,2017-18,S12000046,Glasgow City,worthwhile,Worthwhile,average-mean,Average (mean)
7.59,,7.44,7.74,2017-18,2017-18,E06000028,Bournemouth,happiness,Happiness,average-mean,Average (mean)
7.55,,7.33,7.77,2019-20,2019-20,S12000044,North Lanarkshire,happiness,Happiness,average-mean,Average (mean)
7.39,,7.01,7.77,2014-15,2014-15,E07000205,Suffolk Coastal,happiness,Happiness,average-mean,Average (mean)
7.88,,7.5,8.27,2012-13,2012-13,E07000051,Purbeck,worthwhile,Worthwhile,average-mean,Average (mean)
7.72,,7.33,8.11,2015-16,2015-16,E07000205,Suffolk Coastal,happiness,Happiness,average-mean,Average (mean)
24.86,,21.06,28.66,2019-20,2019-20,S12000024,Perth and Kinross,anxiety,Anxiety,good,Good
17.82,,14.1,21.54,2018-19,2018-19,S12000015,Fife,anxiety,Anxiety,poor,Poor
14.09,,9.26,18.91,2011-12,2011-12,E07000052,West Dorset,anxiety,Anxiety,fair,Fair
7.81,,7.55,8.07,2017-18,2017-18,E07000049,East Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
42.47,,34.77,50.18,2013-14,2013-14,E07000049,East Dorset,anxiety,Anxiety,very-good,Very good
46.77,,34.36,59.18,2016-17,2016-17,E07000048,Christchurch,anxiety,Anxiety,very-good,Very good
3.13,,2.66,3.6,2014-15,2014-15,E07000206,Waveney,anxiety,Anxiety,average-mean,Average (mean)
3.27,,2.8,3.74,2011-12,2011-12,E07000206,Waveney,anxiety,Anxiety,average-mean,Average (mean)
3.25,,2.95,3.55,2019-20,2019-20,S12000015,Fife,anxiety,Anxiety,average-mean,Average (mean)
7.55,,7.39,7.71,2017-18,2017-18,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.96,,7.56,8.37,2014-15,2014-15,E07000051,Purbeck,worthwhile,Worthwhile,average-mean,Average (mean)
7.81,,7.67,7.96,2019-20,2019-20,E10000009,Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.66,,7.41,7.9,2012-13,2012-13,E07000049,East Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2017-18,2017-18,E07000191,West Somerset,anxiety,Anxiety,good,Good
21.93,,15.07,28.8,2016-17,2016-17,E07000206,Waveney,anxiety,Anxiety,poor,Poor
34.30,,23.93,44.67,2019-20,2019-20,E07000206,Waveney,anxiety,Anxiety,very-good,Very good
3.02,,2.5,3.54,2012-13,2012-13,E07000048,Christchurch,anxiety,Anxiety,average-mean,Average (mean)
,x,,,2015-16,2015-16,E06000053,Isles of Scilly,happiness,Happiness,average-mean,Average (mean)
7.55,,7.37,7.72,2018-19,2018-19,E06000029,Poole,happiness,Happiness,average-mean,Average (mean)
7.92,,7.58,8.25,2018-19,2018-19,E07000049,East Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2014-15,2014-15,E06000053,Isles of Scilly,worthwhile,Worthwhile,average-mean,Average (mean)
7.39,,7.25,7.52,2011-12,2011-12,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.74,,7.46,8.02,2015-16,2015-16,E07000204,St Edmundsbury,worthwhile,Worthwhile,average-mean,Average (mean)
7.50,,7.17,7.83,2011-12,2011-12,E07000206,Waveney,happiness,Happiness,average-mean,Average (mean)
7.79,,7.41,8.17,2015-16,2015-16,E07000048,Christchurch,worthwhile,Worthwhile,average-mean,Average (mean)
7.92,,7.55,8.29,2016-17,2016-17,E07000190,Taunton Deane,worthwhile,Worthwhile,average-mean,Average (mean)
28.65,,19.95,37.36,2019-20,2019-20,E07000049,East Dorset,anxiety,Anxiety,good,Good
7.54,,7.4,7.69,2015-16,2015-16,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
23.53,,20.64,26.42,2014-15,2014-15,E10000009,Dorset,anxiety,Anxiety,good,Good
19.62,,16.63,22.6,2014-15,2014-15,S12000024,Perth and Kinross,anxiety,Anxiety,poor,Poor
42.81,,33.68,51.94,2013-14,2013-14,E07000206,Waveney,anxiety,Anxiety,very-good,Very good
,x,,,2019-20,2019-20,E07000205,Suffolk Coastal,anxiety,Anxiety,fair,Fair
3.13,,2.62,3.64,2011-12,2011-12,E07000048,Christchurch,anxiety,Anxiety,average-mean,Average (mean)
7.99,,7.63,8.35,2018-19,2018-19,E07000204,St Edmundsbury,happiness,Happiness,average-mean,Average (mean)
8.11,,7.82,8.4,2016-17,2016-17,E07000052,West Dorset,worthwhile,Worthwhile,average-mean,Average (mean)
7.52,,7.01,8.03,2019-20,2019-20,E07000205,Suffolk Coastal,happiness,Happiness,average-mean,Average (mean)
7.90,,7.41,8.39,2018-19,2018-19,E07000191,West Somerset,worthwhile,Worthwhile,average-mean,Average (mean)
7.30,,7.15,7.45,2012-13,2012-13,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
40.42,,33.29,47.56,2011-12,2011-12,E07000052,West Dorset,anxiety,Anxiety,very-good,Very good
7.83,,7.36,8.3,2019-20,2019-20,E07000204,St Edmundsbury,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
36.77,,33.32,40.23,2012-13,2012-13,S12000044,North Lanarkshire,happiness,Happiness,good,Good
3.00,,2.79,3.21,2011-12,2011-12,E06000028,Bournemouth,anxiety,Anxiety,average-mean,Average (mean)
7.76,,7.52,7.99,2011-12,2011-12,E07000049,East Dorset,worthwhile,Worthwhile,average-mean,Average (mean)
7.55,,7.03,8.06,2018-19,2018-19,E07000201,Forest Heath,happiness,Happiness,average-mean,Average (mean)
